seq,s3,s4,s5,s6,s7,s9,s11,s13,s14,s15,s16,s17,s18,s19a,s19b,s19c,s19d,s20,s23a,s24a,s25a,s26a,s27a,s30a,s30c,s31a,s31c,s32,s33,s34,s35,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,netw,uria,rtdum,bd,mi,old,vr,school,chval,dnotown,dprop
4233,1,1,2,152,1,1120,0,1,5.0,0,2.0,138.0,0.0,4,4.0,,,2,0,0,2.0,1.5,0,1500,7000,1500,13000,1337.0,190.0,0.0,409.0,1.0,1,16,2,1,0,3.0,4.0,1,480,,228.0,2,0,0,N,0,0,2.0,1630.0,4.3,0,0,1,0,0,16.0,312.435,1,0
4236,1,1,1,131,1,1120,1,1,5.0,0,2.0,38.0,0.0,4,4.0,,,1,0,0,5.0,5.0,0,1594,1166,2027,1166,1194.0,145.0,0.0,29.0,2.0,1,12,2,1,0,26.58,34.66,1,360,,125.0,2,0,0,N,0,0,1.0,78.0,3.6,0,0,1,1,1,12.0,196.2969,0,0
4239,1,1,1,278,1,1120,0,1,5.0,1,2.0,232.0,0.0,3,3.0,,,1,1,1,23.0,2.0,1,8667,4333,11500,9333,3886.0,278.0,0.0,314.0,2.0,0,15,2,5,1,47.2,48.4,1,480,,278.0,1,0,0,N,0,0,1.0,715.0,3.2,0,1,1,1,1,19.0,249.0143,0,0
4241,1,1,1,59,0,1120,0,1,7.0,1,3.0,29.0,0.0,,,,,1,0,0,10.0,1.5,0,1983,0,2479,0,699.0,65.0,0.0,10.0,2.0,1,9,2,1,0,28.89,32.87,1,360,,65.0,1,0,0,N,0,0,1.0,37.0,3.6,0,1,0,0,1,15.0,253.1722,0,0
4242,1,1,1,94,1,1120,1,0,3.0,0,1.0,56.0,0.0,3,3.0,,,1,1,3,6.0,3.0,0,1750,1941,1750,2935,987.0,118.0,34.0,6.0,1.0,0,18,1,6,1,19.92,28.66,1,360,,118.0,2,0,0,N,0,0,1.0,93.0,1.8,0,0,1,0,1,16.0,335.4677,0,0
4243,1,1,1,128,0,1120,0,1,5.0,1,2.0,108.0,0.0,,,,,1,1,0,10.0,9.0,0,7500,666,7500,666,1663.0,171.0,0.0,42.0,1.0,1,21,2,1,0,16.91,31.58,1,480,,197.0,1,0,0,N,0,0,2.0,113.0,1.8,0,0,1,0,1,16.0,512.2753,0,0
4246,1,1,1,232,0,1120,1,1,7.0,0,3.0,65.0,0.0,,,,,1,1,0,15.0,0.5,0,5417,0,5417,0,1971.0,292.0,0.0,95.0,1.0,1,17,2,1,0,35.99,41.91,1,360,,292.0,2,0,0,N,0,0,3.0,292.0,3.2,0,1,0,1,1,13.0,354.6207,0,0
4249,1,1,1,151,0,1120,0,1,5.0,0,1.0,72.0,0.0,,,,,1,0,0,3.5,0.5,0,5000,2541,5000,2541,1393.0,168.0,0.0,37.0,0.0,1,0,2,1,0,22.86,37.79,1,480,,168.0,1,0,0,N,0,0,1.0,54.0,2.0,0,1,1,0,0,14.0,245.5741,0,0
4251,1,1,1,104,1,1120,1,0,7.0,0,3.0,38.0,0.0,4,4.0,,,1,0,0,7.0,7.0,0,3131,0,3131,0,916.0,139.0,28.0,44.0,1.0,1,11,2,1,0,36.0,44.0,1,480,,139.0,1,0,0,N,0,0,1.0,55.0,3.6,0,0,1,1,1,12.0,229.7082,0,0
4253,1,1,1,65,1,1120,0,0,7.0,0,3.0,27.0,0.0,3,3.0,,,1,0,0,10.0,10.0,0,1912,0,2262,0,716.0,72.0,0.0,9.0,1.0,0,2,2,4,1,32.21,32.21,1,480,,72.0,1,0,0,N,0,0,1.0,33.0,3.2,0,0,1,1,1,13.0,244.2191,0,0
4254,1,1,1,345,0,1120,0,1,5.0,1,2.0,145.0,0.0,,,,,1,1,1,15.0,15.0,1,5200,2058,10366,2058,3397.0,460.0,0.0,160.0,3.0,1,21,1,5,0,27.32,37.33,1,360,,460.0,1,0,0,N,0,0,2.0,2181.0,3.1,0,0,1,1,0,16.0,258.5807,0,0
4255,1,1,1,100,1,1120,0,1,5.0,1,2.0,56.0,0.0,3,3.0,,,1,1,0,6.0,6.0,0,3000,1666,3000,1666,968.0,112.0,0.0,13.0,1.0,0,20,2,5,0,20.74,29.2,1,480,,112.0,1,0,0,N,0,0,1.0,24.0,2.0,0,0,0,0,1,12.0,232.7774,0,0
4284,1,1,1,112,0,1120,1,1,5.0,1,2.0,46.0,9.0,,,,,1,1,0,2.9,2.0,0,1025,2773,1025,2773,1144.0,124.0,0.0,18.531,1.0,1,5,2,1,0,29.04,30.31,2,360,,124.0,2,1,0,Y,0,0,2.0,25.901,3.2,0,1,1,0,0,18.0,422.386,0,0
4285,1,1,1,120,0,1120,0,1,5.0,1,2.0,63.0,9.0,,,,,1,1,2,11.0,11.0,0,2470,2756,2470,2756,1147.0,160.0,0.0,9.0,2.0,1,15,3,5,0,24.0,30.71,2,360,,180.0,2,0,0,N,0,0,2.0,186.0,3.2,0,1,1,1,0,14.0,224.2702,0,0
4289,1,1,1,88,0,1120,0,0,3.0,1,2.0,38.0,9.0,,,,,1,1,0,19.0,19.0,0,2100,1200,2100,1200,900.0,118.0,0.0,45.0,1.0,1,18,2,5,0,25.0,32.0,2,360,MHFA,118.0,2,0,0,N,0,0,2.0,48.5,4.3,0,0,1,1,0,16.0,219.3887,0,0
4290,1,1,1,158,0,1120,0,1,5.0,1,2.0,48.0,1.0,,,,,1,1,1,999999.4,999999.4,0,0,2900,0,4100,1600.0,198.0,0.0,48.0,2.0,1,11,1,2,0,31.18,33.18,2,360,,198.0,2,0,0,N,0,0,2.0,116.0,3.6,0,0,1,0,0,12.0,260.0694,0,0
4292,1,1,1,156,0,1120,0,1,5.0,1,2.0,64.0,9.0,,,,,1,1,0,35.0,1.5,0,3000,2100,3300,2100,1600.0,0.0,0.0,62.0,2.0,1,30,1,2,0,29.36,33.87,2,360,,290.0,2,0,0,N,0,0,2.0,473.0,3.2,0,0,1,1,1,18.0,219.1658,0,0
4293,1,1,1,96,0,1120,1,1,5.0,1,2.0,38.0,6.0,,,,,3,1,0,15.0,1.0,0,2300,700,2600,700,1000.0,120.0,0.0,30.0,2.0,1,11,2,1,0,29.36,31.94,1,360,,159.0,1,0,0,N,0,0,2.0,48.4,3.2,0,1,1,0,0,16.0,279.7201,0,0
4294,1,1,1,125,0,1120,0,1,5.0,1,2.0,59.0,9.0,,,,,1,1,0,8.0,2.0,1,3000,2000,3000,2000,1300.0,180.0,0.0,8.0,1.0,1,26,1,1,0,25.06,29.17,2,360,,180.0,2,0,0,N,0,0,2.0,126.0,4.3,0,0,1,0,0,12.0,253.645,0,0
4295,1,1,1,113,0,1120,0,1,5.0,1,2.0,54.0,9.0,,,,,1,1,2,20.0,20.0,0,2600,1400,3100,1400,1200.0,125.0,0.0,21.0,1.0,1,12,2,1,0,26.81,32.95,2,360,,137.0,1,1,0,Y,0,0,2.0,13.3,3.9,0,0,1,1,0,16.0,227.2225,0,0
4296,1,1,1,173,0,1120,1,1,5.0,1,2.0,70.0,9.0,,,,,1,1,1,25.0,6.0,0,3400,2200,3400,2500,1700.0,216.0,0.0,11.0,1.0,1,14,1,3,0,28.44,38.3,1,360,,217.0,2,0,0,N,0,0,2.0,108.0,3.2,0,0,1,1,0,18.0,250.1502,0,0
4297,1,1,1,123,1,1120,1,0,3.0,1,1.0,69.0,0.0,3,3.0,,,1,1,3,4.0,4.0,0,2400,1500,3400,2500,1200.0,129.0,0.0,13.0,2.0,0,32,2,6,0,20.3,25.42,2,360,,129.0,2,0,0,N,0,0,2.0,27.3,3.2,0,1,1,0,0,18.0,309.9497,0,0
4300,1,1,1,101,0,1120,1,1,8.0,0,4.0,48.0,0.0,,,,,1,0,0,12.0,10.0,0,3909,0,3909,0,1129.0,125.0,0.0,20.0,1.0,1,9,2,1,0,28.89,31.6,2,360,,160.0,1,1,0,N,0,0,1.0,44.0,3.2,1,1,0,1,1,14.0,377.4762,0,0
4301,1,1,1,120,0,1120,0,1,5.0,0,3.0,48.0,0.0,,,,,1,1,3,3.0,3.0,0,3500,833,3500,833,1211.0,149.9,0.0,43.0,1.0,1,5,2,1,0,27.956,37.26,2,360,,150.0,2,0,0,Y,0,0,1.0,58.0,4.3,0,0,1,0,1,12.0,198.2371,0,0
4302,1,1,1,94,0,1120,0,1,8.0,0,4.0,48.0,0.0,,,,,1,0,0,3.0,3.0,0,4750,0,4750,0,1111.0,124.8,0.0,49.4,1.0,1,7,2,2,0,23.39,35.83,2,360,,129.8,1,0,0,N,0,0,1.0,59.9,3.2,0,0,1,0,0,16.0,260.0694,0,0
4305,1,1,1,271,0,1120,0,1,5.0,0,3.0,11.0,0.0,,,,,999999,1,1,12.0,12.0,0,8000,0,10303,0,2943.0,339.0,0.0,34.0,1.0,1,26,1,2,1,29.0,33.0,1,360,,339.0,2,0,0,N,0,0,1.0,410.4,4.3,0,1,1,1,1,16.0,270.0151,0,0
4306,1,1,1,98,0,1120,0,0,3.0,0,3.0,60.0,0.0,,,,,1,0,1,10.0,0.5,0,1500,1750,2430,1750,1036.0,130.0,0.0,54.8,2.0,1,9,1,1,0,21.31,38.01,2,360,,130.0,2,0,0,N,0,0,1.0,120.2,3.2,0,0,1,1,0,15.0,198.0045,0,0
4307,1,1,1,134,0,1120,1,1,5.0,0,3.0,60.0,0.0,,,,,1,0,1,8.0,0.5,0,2325,2000,3658,2000,1350.0,179.0,0.0,65.4,3.0,1,26,2,1,0,23.88,31.68,2,360,,179.0,1,0,0,N,0,0,1.0,179.7,3.2,0,0,0,0,1,19.0,688.4329,0,0
4308,1,1,1,144,0,1120,0,1,5.0,0,3.0,83.0,0.0,,,,,1,1,0,15.0,2.5,0,3834,3083,3834,3083,1517.0,155.0,0.0,100.0,1.0,1,15,2,1,0,21.92,38.52,2,360,,155.0,2,1,0,N,0,0,1.0,255.1,3.1,0,1,1,1,1,19.0,227.7416,0,0
4310,1,1,1,89,0,1120,0,1,8.0,0,4.0,72.0,0.0,,,,,1,0,0,10.0,2.5,0,5849,0,5849,0,1031.0,118.0,0.0,34.5,1.0,1,15,2,1,0,17.63,34.53,2,360,,118.0,1,0,0,N,0,0,1.0,99.6,3.2,0,0,1,0,1,17.0,171.5925,0,0
4311,1,1,1,132,0,1120,0,1,5.0,0,3.0,60.0,0.0,,,,,1,1,0,6.0,1.5,0,2362,1167,2362,2667,1421.0,146.5,0.0,27.7,1.0,1,16,2,2,0,28.26,29.67,2,360,,148.0,2,1,0,N,0,0,1.0,40.1,4.3,0,0,1,0,1,16.0,193.6863,0,0
4312,1,1,1,51,0,1120,0,1,5.0,0,3.0,36.0,0.0,,,,,1,1,1,7.0,3.5,0,1386,1451,1761,1451,677.0,67.5,0.0,23.8,1.0,1,6,2,1,0,21.1,27.58,2,360,,67.5,1,0,0,N,0,0,1.0,30.4,4.3,0,1,1,0,0,13.0,270.7654,0,0
4313,1,1,1,96,0,1120,0,0,8.0,0,4.0,48.0,0.0,,,,,1,1,0,15.0,1.0,0,4500,0,4500,0,1134.0,128.0,0.0,53.1,1.0,1,12,2,3,0,25.13,40.09,2,360,,128.5,1,0,0,N,0,0,1.0,61.0,3.1,0,0,1,0,1,16.0,225.5005,0,0
4314,1,1,1,110,0,1120,0,1,5.0,0,3.0,48.0,0.0,,,,,1,0,0,6.0,3.0,0,3333,1250,3333,1250,1123.0,169.9,0.0,68.4,2.0,1,16,2,1,0,25.04,35.56,2,360,,169.9,2,0,0,N,0,0,1.0,107.5,3.2,0,0,1,0,0,13.0,238.9585,0,0
4316,1,1,1,108,0,1120,1,1,8.0,0,4.0,72.0,0.0,,,,,1,0,0,6.0,2.5,0,5897,0,6478,0,1162.0,120.0,0.0,30.3,1.0,1,15,1,2,0,17.72,30.22,2,360,,147.0,2,1,0,Y,0,0,1.0,330.7,1.8,0,1,1,0,1,16.0,319.8996,0,0
4317,1,1,1,160,0,1120,0,1,5.0,1,2.0,105.0,0.0,,,,,1,1,0,3.0,0.01,0,8750,0,8750,0,1902.27,201.0,0.0,126.517,1.0,1,24,2,1,0,19.7,21.85,2,360,,201.0,1,0,0,N,0,0,1.0,333.579,3.1,0,0,1,1,0,17.0,205.8123,0,0
4318,1,1,1,144,0,1120,0,1,5.0,1,2.0,75.0,1.0,,,,,1,1,0,6.5,3.5,0,2875,3392,2875,3392,1735.39,180.0,0.0,43.096,1.0,1,12,2,1,0,24.8,26.3,2,360,,180.0,2,0,0,N,0,0,1.0,52.52,3.2,0,1,1,0,1,17.0,270.5775,0,0
4319,1,1,1,166,0,1120,0,1,5.0,1,2.0,80.0,1.0,,,,,1,1,0,5.0,0.01,0,3292,3417,3292,3417,1885.7,222.0,0.0,48.689,1.0,1,7,1,1,0,26.62,32.3,2,360,,222.0,2,0,0,N,0,1,1.0,193.811,3.2,0,0,1,0,0,20.0,257.5851,0,0
4320,1,1,1,254,0,1120,0,1,5.0,1,2.0,104.0,7.0,,,,,1,1,2,16.0,7.0,0,7417,0,8667,0,2560.69,318.0,0.0,439.6,1.0,1,0,2,4,0,29.62,35.56,1,360,,318.0,2,0,0,N,0,1,1.0,819.6,3.1,0,1,1,1,0,18.0,191.3909,0,0
4321,1,1,1,200,0,1120,1,1,5.0,1,2.0,82.0,9.0,,,,,1,1,1,9.0,7.0,0,6875,0,6875,0,2298.29,250.0,0.0,61.871,1.0,1,21,2,1,0,30.8,30.8,2,360,,250.9,2,0,0,N,0,0,1.0,167.768,2.0,0,1,0,1,1,21.0,354.6207,0,0
4323,1,1,1,116,0,1120,0,1,8.0,0,4.0,66.0,1.0,,,,,1,0,0,11.0,0.02,0,5500,0,5500,0,1452.73,145.0,0.0,49.394,1.0,1,14,1,1,0,26.41,27.6,2,84,,145.0,1,0,0,N,0,0,1.0,132.588,1.8,0,1,1,0,0,16.0,237.0038,0,0
4324,1,1,1,132,0,1120,0,1,8.0,0,4.0,51.0,1.0,,,,,1,1,1,0.0,0.07,0,4333,0,4333,0,1507.47,165.0,0.0,84.52,1.0,1,26,2,1,0,30.24,36.56,2,84,,165.0,2,0,0,N,0,0,1.0,118.643,3.1,0,0,1,0,1,16.0,212.2272,0,0
4325,1,1,1,177,0,1120,0,1,5.0,1,2.0,90.0,1.0,,,,,1,1,2,11.0,5.0,0,6250,0,7500,0,2456.61,327.5,0.0,67.275,1.0,1,19,1,1,0,33.01,33.23,2,360,,330.0,2,0,0,Y,0,0,1.0,161.542,3.2,0,1,1,0,0,16.0,231.5018,0,0
4326,1,1,1,71,0,1120,0,1,8.0,0,4.0,49.0,1.0,,,,,1,0,0,15.0,14.0,0,4160,0,4160,0,901.16,116.5,0.0,81.634,1.0,1,5,2,1,0,22.28,28.75,2,360,,105.0,1,0,0,N,0,0,1.0,86.134,3.2,0,1,1,1,0,16.0,193.3211,0,0
4327,1,1,1,163,0,1120,1,1,5.0,1,2.0,128.0,1.0,,,,,1,1,3,14.0,14.0,0,7850,0,10670,0,1607.25,255.0,0.0,194.612,1.0,1,12,1,1,0,25.58,26.22,2,360,,255.0,1,0,0,N,0,0,1.0,660.345,3.1,0,0,1,1,1,18.0,300.0008,0,0
4328,1,1,1,101,0,1120,0,1,5.0,1,2.0,52.0,1.0,,,,,1,0,0,2.0,1.1,0,2493,1906,2493,1906,1307.55,107.0,0.0,17.679,2.0,1,17,2,1,0,27.67,35.29,2,360,,120.0,1,1,0,N,0,0,1.0,29.988,3.1,0,0,1,0,1,17.0,219.1658,0,0
4329,1,1,1,231,0,1120,0,1,5.0,1,2.0,110.0,7.0,,,,,1,1,1,20.0,0.01,0,9167,0,9167,0,2615.55,289.9,0.0,33.75,1.0,1,30,1,3,1,27.44,35.34,2,360,,290.0,2,0,0,N,0,0,1.0,316.275,1.8,0,0,1,1,0,16.0,206.9565,0,0
4331,1,1,1,55,0,1120,0,1,7.0,0,3.0,27.0,1.0,,,,,1,0,0,3.0,3.6,0,2292,0,2362,0,715.51,172.0,0.0,85.2,1.0,1,15,2,1,0,27.83,30.1,2,360,,174.0,2,0,0,N,0,0,1.0,194.64,1.8,0,1,1,1,1,16.0,221.8766,0,0
4332,1,1,1,304,0,1120,0,0,3.0,1,2.0,142.0,0.0,,,,,1,1,1,21.0,21.0,0,7700,4174,7700,4174,3230.0,380.0,0.0,632.627,1.0,1,32,2,1,0,26.78,37.27,1,360,,380.0,2,0,0,N,0,0,1.0,852.309,3.9,0,0,1,1,1,12.0,213.3503,0,0
4336,1,1,1,187,0,1120,1,1,5.0,1,2.0,179.0,1.0,,,,,1,0,0,18.0,14.0,0,3961,5975,8961,5975,2270.0,367.5,0.0,316.019,2.0,1,30,1,3,0,15.0,35.0,2,360,,350.0,1,0,0,N,0,0,1.0,830.557,3.2,0,0,1,1,1,24.0,270.3711,0,0
4337,1,1,1,108,0,1120,0,1,7.0,0,3.0,39.0,1.0,,,,,1,0,0,16.0,6.0,0,3253,0,3253,0,1096.0,135.0,0.0,42.348,1.0,1,7,2,1,0,34.0,35.0,2,360,,145.0,2,0,0,Y,0,0,1.0,66.424,3.2,0,1,1,1,0,18.0,240.6968,0,0
4338,1,1,1,150,0,1120,0,1,5.0,1,2.0,170.0,0.0,,,,,1,1,2,3.0,0.17,0,14167,0,14167,0,1874.0,340.0,0.0,78.5,2.0,1,39,1,3,0,13.0,17.0,2,180,,325.0,2,0,0,N,0,0,1.0,339.098,3.6,0,0,1,1,1,18.0,583.8041,0,0
4339,1,1,1,98,0,1120,1,1,7.0,1,3.0,110.0,1.0,,,,,1,0,0,21.0,7.0,1,9200,0,9200,0,1459.0,215.0,0.0,427.904,2.0,1,4,1,1,0,16.0,17.0,2,180,,180.0,1,0,0,N,0,0,1.0,641.902,3.2,0,0,1,1,1,20.0,260.9567,0,0
4340,1,1,1,137,0,1120,0,1,5.0,1,2.0,62.0,0.0,,,,,1,1,0,17.0,17.0,0,5167,0,5167,0,1167.0,227.0,0.0,37.2,1.0,1,31,1,2,0,23.0,30.0,1,360,,230.0,2,0,0,N,0,0,1.0,124.973,3.1,0,1,1,1,1,16.0,213.5765,0,0
4341,1,1,1,187,0,1120,0,1,5.0,1,2.0,80.0,1.0,,,,,1,1,1,10.0,0.17,0,6667,0,6667,0,1980.0,245.0,0.0,9.537,1.0,1,27,1,1,0,30.0,34.0,2,360,,250.0,2,0,0,N,0,0,1.0,75.568,1.8,0,0,1,1,0,20.0,243.7214,0,0
4342,1,1,1,320,1,1120,0,1,5.0,1,2.0,0.0,0.0,,1.0,,,1,0,3,26.0,0.2,0,10000,3000,12500,3000,3600.0,630.0,0.0,421.2,2.0,1,39,1,3,1,23.0,50.0,2,360,,630.0,2,0,0,N,0,0,1.0,1051.2,3.2,0,0,1,1,0,17.0,233.3703,0,0
4343,1,1,1,56,0,1120,1,1,7.0,1,3.0,104.0,0.0,,,,,1,0,0,8.0,8.0,0,8666,0,8666,0,785.0,75.0,0.0,38.426,1.0,1,12,2,1,0,9.0,21.0,2,360,,75.0,1,0,0,N,0,0,1.0,64.428,10.6,0,1,0,0,0,16.0,294.0121,0,0
4344,1,1,1,316,0,1120,0,1,5.0,1,2.0,102.0,0.0,,,,,1,1,2,11.0,11.0,0,8500,0,8500,0,2980.0,75.0,0.0,46.345,1.0,1,21,1,1,0,35.0,36.0,1,360,,400.0,2,0,0,N,0,0,1.0,125.277,3.2,0,0,1,0,0,18.0,226.6785,0,0
4345,1,1,1,150,0,1120,0,1,5.0,1,2.0,131.0,1.0,,,,,1,1,3,21.0,2.0,0,6250,750,10166,750,2036.0,415.0,0.0,443.011,2.0,1,25,2,3,0,19.0,19.0,2,180,,430.0,2,0,0,N,0,0,1.0,477.323,1.8,0,0,1,1,0,16.0,233.3703,0,0
4350,1,1,1,130,0,1120,0,1,5.0,1,2.0,71.0,1.0,,,,,1,1,1,7.0,5.0,0,2981,2967,2981,2967,1320.0,163.0,0.0,40.451,1.0,1,46,1,3,0,22.0,32.0,2,360,,165.0,2,0,0,Y,0,0,1.0,52.255,1.8,0,0,1,0,0,18.0,226.6785,0,0
4351,1,1,1,143,0,1120,0,1,5.0,1,2.0,63.0,1.0,,,,,1,1,0,6.0,6.0,0,4225,0,5225,0,1506.0,212.0,0.0,36.552,2.0,1,22,3,3,0,29.0,35.0,2,360,,212.0,2,0,0,N,0,0,1.0,257.625,4.3,0,0,1,0,0,16.0,258.5807,0,0
4352,1,1,1,187,1,1120,0,1,8.0,1,4.0,10.0,0.0,,,3.0,,1,0,0,5.0,3.0,1,10416,0,10416,0,1947.0,265.0,0.0,84.0,2.0,0,2,2,2,0,19.0,21.0,2,360,,265.0,2,0,0,N,0,0,1.0,523.826,4.3,0,1,1,0,0,15.0,209.9989,0,0
4354,1,1,1,290,0,1120,0,1,5.0,1,2.0,120.0,0.0,,,9.0,,1,1,3,12.0,6.0,0,4000,7750,4000,7750,2579.0,399.5,0.0,256.354,2.0,1,24,1,1,1,26.0,28.0,2,360,,399.5,2,0,0,N,0,0,1.0,316.035,3.2,0,0,1,1,0,16.0,203.6359,0,0
4355,1,1,1,197,0,1120,0,1,5.0,1,2.0,106.0,0.0,,,,,1,1,3,12.0,1.0,0,6083,1213,7603,1213,2104.0,330.0,100.0,48.5,1.0,1,20,4,3,0,24.0,30.0,2,360,,336.0,2,0,0,N,0,0,1.0,250.917,3.9,0,0,1,1,0,17.0,233.3703,0,0
4356,1,1,1,105,0,1120,0,1,5.0,0,2.0,53.0,1.0,,,,,1,1,1,8.0,1.0,0,3326,913,3326,913,1043.0,131.5,0.0,66.045,1.0,1,24,2,1,0,24.0,36.0,2,84,,135.0,2,0,0,Y,0,0,1.0,78.4,3.2,0,0,1,0,0,21.0,254.0955,0,0
4358,1,1,1,122,0,1120,0,1,5.0,1,2.0,57.0,1.0,,,,,1,1,0,5.0,5.0,0,2531,2034,2698,2034,1267.0,152.0,0.0,52.021,1.0,1,13,2,2,0,27.0,27.0,2,360,,152.0,2,0,0,N,0,0,1.0,72.473,2.0,0,1,1,0,0,14.0,209.7944,0,0
4359,1,1,1,185,0,1120,0,1,5.0,1,2.0,84.0,1.0,,,,,1,1,2,5.0,4.0,0,6000,0,7000,0,2088.0,315.0,0.0,193.75,1.0,1,15,1,2,0,30.0,38.0,2,180,,320.0,2,0,0,N,0,0,1.0,264.045,3.2,0,0,1,0,0,16.0,195.5578,0,0
4360,1,1,1,210,0,1120,0,1,7.0,1,3.0,89.0,0.0,,,,,1,0,0,20.0,6.0,1,7451,0,7451,0,2245.0,290.0,0.0,18.354,2.0,1,15,4,3,1,30.0,34.0,2,360,,294.0,2,0,0,N,0,0,1.0,30.234,3.2,0,0,1,1,0,22.0,264.5699,0,0
4361,1,1,1,83,0,1120,0,1,7.0,1,3.0,48.0,1.0,,,,,1,0,0,2.0,2.0,0,3750,0,4000,0,928.0,110.0,0.0,31.0,1.0,1,10,1,3,1,23.0,27.0,2,84,,110.0,1,0,0,N,0,0,1.0,84.966,3.2,0,0,1,0,1,16.0,171.5925,0,0
4363,1,1,1,128,0,1120,0,1,5.0,1,2.0,68.0,1.0,,,,,1,1,0,2.0,2.0,0,2631,3000,2631,3000,1244.0,142.0,0.0,21.958,1.0,1,27,1,3,0,22.0,37.0,2,360,,148.0,2,1,0,N,0,0,1.0,56.192,2.0,0,0,0,0,1,16.0,213.702,0,0
4365,1,1,1,160,0,1120,0,1,5.0,1,2.0,79.0,1.0,,,,,1,1,2,20.0,20.0,0,5200,0,6650,0,1583.0,310.0,0.0,108.0,1.0,1,10,1,2,0,23.8,30.33,1,360,,333.0,2,0,0,N,0,1,1.0,364.0,4.3,0,1,0,1,1,16.0,999999.4,0,0
4367,1,1,1,162,0,1120,0,1,5.0,1,2.0,82.0,0.0,,,,,1,1,1,11.0,11.0,0,6825,0,6825,0,1988.0,235.0,15.0,0.0,1.0,1,9,1,1,0,29.13,29.86,2,360,,240.0,1,0,0,N,0,0,1.0,71.0,3.2,0,1,1,1,1,20.0,233.188,0,0
4377,1,1,1,160,0,1120,0,1,5.0,1,2.0,52.0,1.0,,,,,1,1,1,6.0,6.0,0,4315,0,4315,0,1557.0,209.0,0.0,19.0,1.0,1,9,1,1,0,36.09,37.02,2,360,,210.0,2,0,0,N,0,0,1.0,178.0,3.1,0,1,1,0,0,17.0,270.7654,0,0
4387,1,1,1,95,0,1120,1,0,3.0,0,1.0,50.0,8.0,,,,,1,1,1,5.0,5.0,0,1429,1433,1429,1433,964.0,105.0,0.0,13.9,2.0,1,0,2,6,0,22.5,36.5,2,360,1ST STEP,105.0,1,0,0,N,0,0,2.0,27.915,3.2,1,1,0,1,1,5.0,390.578,0,0
4390,1,1,1,187,0,1120,0,1,5.0,1,2.0,165.0,1.0,,,,,1,1,2,11.0,8.0,0,7462,0,7462,0,2553.0,390.0,0.0,208.0,2.0,1,15,1,1,0,27.5,36.6,2,360,,390.0,2,0,0,N,0,0,4.0,-1969.0,3.2,0,0,1,0,0,16.0,235.6642,0,0
4392,1,1,1,93,0,1120,0,1,8.0,0,4.0,40.0,1.0,,,,,1,0,0,6.0,0.8,0,3292,0,3292,0,1137.0,128.0,0.0,39.0,2.0,1,13,2,1,0,32.0,33.0,2,360,,128.0,1,0,0,Y,0,1,1.0,40.0,1.8,0,0,1,0,0,17.0,222.3043,0,0
4393,1,1,1,75,0,1120,0,1,8.0,1,4.0,43.0,1.0,,,,,1,0,0,29.0,20.0,0,3600,0,3600,0,1135.0,135.0,0.0,116.0,2.0,1,0,2,1,0,32.0,40.0,2,360,,138.0,1,0,0,N,0,0,1.0,134.0,3.2,0,0,1,1,1,16.0,286.5259,0,0
4394,1,1,1,116,0,1120,1,0,3.0,1,2.0,51.0,8.0,,,,,1,1,3,5.0,5.0,0,1246,1481,1246,1481,1123.0,136.0,0.0,44.0,1.0,1,6,2,1,0,26.0,27.0,1,360,FIRST STEP,137.0,1,1,0,N,1,1,1.0,83.3,3.2,1,1,1,1,1,12.0,322.9088,0,0
4395,1,1,1,100,0,1120,0,1,5.0,1,2.0,39.0,9.0,,,,,1,1,0,1.9,1.9,0,1458,1775,1458,1775,898.0,126.5,0.0,31.0,2.0,1,11,2,1,0,29.0,29.0,2,360,MHFA,129.0,2,0,0,N,0,1,2.0,46.9,3.1,0,1,1,1,0,16.0,245.8729,0,0
4396,1,1,1,110,0,1120,0,1,5.0,1,2.0,53.0,1.0,,,,,1,1,0,7.0,7.0,0,3107,0,3775,0,1133.0,150.1,0.0,42.0,2.0,1,7,1,1,0,30.0,31.0,2,360,,172.0,2,0,0,N,0,0,1.0,99.4,2.0,0,1,0,0,0,18.0,210.8712,0,0
4398,1,1,1,95,0,1120,1,0,1.0,0,2.0,51.0,8.0,,,,,1,0,0,7.0,3.0,0,2333,1900,2333,1900,883.0,100.0,0.0,12.3,2.0,1,28,2,6,0,21.0,38.0,1,360,1ST STEP,125.0,2,0,0,N,0,0,2.0,20.0,3.2,1,1,1,0,1,16.0,322.9088,0,0
4400,1,1,1,117,0,1120,1,0,8.0,1,4.0,45.0,8.0,,9.0,,,1,0,0,15.0,13.0,0,3225,0,3759,0,1065.0,130.0,0.0,27.9,2.0,1,13,2,1,0,31.0,37.0,1,360,1ST STEP,135.0,1,0,0,N,0,0,3.0,29.6,4.3,0,0,0,1,1,15.0,322.6299,0,0
4406,1,1,1,108,0,1120,1,0,8.0,1,4.0,51.0,1.0,,,,,1,0,0,20.0,20.0,0,2743,0,3926,0,1092.0,120.0,0.0,28.1,2.0,1,5,2,1,0,28.0,38.0,2,360,,127.5,2,1,0,N,0,0,2.0,44.3,3.9,1,1,0,1,1,12.0,327.0309,0,0
