,seq,s3,s4,s5,s6,s7,s9,s11,s13,s14,s15,s16,s17,s18,s19a,s19b,s19c,s19d,s20,s23a,s24a,s25a,s26a,s27a,s30a,s30c,s31a,s31c,s32,s33,s34,s35,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,netw,uria,rtdum,bd,mi,old,vr,school,chval,dnotown,dprop
1776,3340,1,1,1,85,1,1120,1,5,8.0,2,4.0,33.0,9.0,,,,,1.0,U,0,13.0,8.0,0,2721.0,0.0,2721.0,0.0,789.0,115.0,0.0,47.0,1.0,1,10.0,2,1,0,28.0,34.0,2,360.0,MHFA,125.0,2,0,0,N,0,0,1.0,54.0,3.2,0,1,1,0,1,19.0,313.1432,0,0
1777,3341,1,1,1,480,1,1120,0,5,8.0,1,4.0,127.0,5.0,,,,,1.0,S,2,18.0,18.0,0,7083.0,0.0,10566.0,0.0,5310.0,600.0,0.0,665.0,1.0,1,27.0,1,2,0,50.0,51.0,2,360.0,,604.0,2,0,0,N,0,0,1.0,2517.0,3.2,0,0,1,1,1,21.0,258.8249,0,0
1778,3345,1,1,1,104,1,1120,0,5,5.0,1,2.0,39.0,9.0,,,,,1.0,M,1,11.0,3.0,0,2600.0,612.0,2600.0,612.0,980.0,130.0,0.0,32.0,1.0,1,5.0,2,1,0,30.0,30.0,2,360.0,MHFA,131.0,2,1,0,N,0,0,2.0,48.0,3.9,0,1,1,1,0,14.0,250.9954,0,0
1779,3346,1,1,2,286,1,1120,0,5,5.0,1,2.0,347.0,7.0,,,,,1.0,M,0,10.0,2.0,0,9167.0,6250.0,9167.0,19704.0,2989.0,382.0,0.0,176.0,1.0,1,20.0,2,1,0,22.0,24.0,1,360.0,,395.0,1,0,0,N,0,0,1.0,844.0,3.1,0,0,0,1,1,18.0,272.0225,1,0
1780,3347,1,1,1,91,1,1120,1,3,8.0,2,4.0,33.0,9.0,,,,,1.0,U,0,16.0,16.0,0,2534.0,0.0,2707.0,0.0,883.0,95.0,0.0,4.0,1.0,1,12.0,2,1,0,28.0,30.0,2,360.0,MHFA,95.0,1,1,0,Y,0,0,1.0,26.0,3.2,1,1,0,1,1,14.0,599.049,0,0
1781,3349,1,1,1,102,1,1120,0,5,5.0,2,1.0,999999.4,5.0,,,,,1.0,S,0,2.0,10.0,0,1136.0,1900.0,1542.0,4229.0,987.0,128.0,0.0,43.0,3.0,1,13.0,1,1,1,18.0,35.0,2,360.0,,128.0,2,0,0,Y,1,0,3.0,411.0,4.3,0,0,1,1,1,12.0,240.2116,0,0
1782,3350,1,1,1,64,1,1120,1,5,8.0,1,4.0,49.0,1.0,,,,,1.0,U,0,8.0,4.0,0,4003.0,0.0,4003.0,0.0,825.0,79.0,0.0,55.0,1.0,1,7.0,2,1,0,23.0,23.0,1,360.0,,103.0,1,0,0,N,0,0,2.0,58.0,3.2,0,0,1,0,1,15.0,196.2969,0,0
1783,3351,1,1,1,42,1,1120,0,5,8.0,1,4.0,37.0,9.0,,,,,1.0,U,0,5.0,2.0,0,2602.0,0.0,3031.0,0.0,608.0,55.0,0.0,58.0,1.0,1,7.0,2,1,0,21.0,23.0,2,360.0,MHFA,65.0,1,0,0,N,0,0,1.0,64.0,3.1,0,1,0,0,1,16.0,242.0303,0,0
1784,3352,1,1,1,124,1,1120,0,5,5.0,1,2.0,65.0,1.0,,,,,1.0,M,0,4.0,4.0,0,2517.0,2836.0,2517.0,2836.0,1262.0,155.0,0.0,39.0,1.0,1,12.0,2,1,0,24.0,36.0,2,360.0,,155.0,2,0,0,N,0,0,2.0,59.0,2.0,0,1,1,0,0,16.0,178.3366,0,0
1785,3354,1,1,1,160,2,1120,0,5,5.0,1,2.0,78.0,0.0,,,,,1.0,M,0,5.0,3.0,0,3033.0,0.0,6033.0,0.0,1718.0,234.0,0.0,100.0,1.0,1,2.0,2,1,0,28.0,28.0,2,360.0,,234.0,2,0,0,N,0,0,1.0,-1483.0,3.2,0,0,1,0,0,12.0,239.7836,0,0
1786,3356,1,1,1,81,2,1120,1,5,8.0,2,4.0,58.0,0.0,,,,,1.0,U,1,5.0,3.0,0,4723.0,0.0,4723.0,0.0,795.0,101.0,0.0,10.0,2.0,1,22.0,1,6,0,17.0,33.0,2,360.0,,105.0,2,0,0,N,0,0,0.0,199.0,10.6,1,1,0,1,1,24.0,557.1429,0,0
1787,3357,1,1,1,85,2,1120,1,5,5.0,1,2.0,35.0,0.0,,,,,1.0,M,4,9.0,9.0,0,2252.0,0.0,2885.0,0.0,764.0,89.0,0.0,5.0,1.0,1,8.0,2,6,0,26.0,31.0,2,360.0,MHFA,115.0,2,1,0,Y,0,0,1.0,13.0,3.1,1,1,0,0,1,12.0,622.4766,0,0
1788,3358,1,1,1,90,2,1120,0,5,5.0,1,1.0,432.0,0.0,,,,,1.0,U,0,4.0,4.0,0,1836.0,21666.0,1836.0,33837.0,1061.0,184.0,0.0,107.0,2.0,1,18.0,1,2,0,4.0,4.0,2,360.0,,184.0,1,0,0,N,0,1,1.0,905.0,10.6,0,0,1,0,0,14.0,205.627,0,0
1789,3359,1,1,1,330,2,1120,0,5,5.0,1,2.0,135.0,0.0,,,,,1.0,M,1,16.0,11.0,0,6167.0,4250.0,6167.0,4250.0,2522.0,550.0,0.0,38.0,1.0,1,5.0,1,1,0,34.0,35.0,2,360.0,,550.0,2,0,0,N,0,0,3.0,238.0,3.2,0,1,1,1,0,20.0,273.4321,0,0
1790,3360,1,1,1,62,2,1120,0,5,8.0,2,4.0,47.0,0.0,,,,,1.0,U,1,23.0,3.0,1,3000.0,0.0,3867.0,0.0,773.0,88.0,0.0,31.0,2.0,1,8.0,1,2,0,17.0,22.0,1,360.0,,156.0,1,0,0,N,0,0,1.0,75.0,3.2,0,0,1,1,0,12.0,205.627,0,0
1791,3362,1,1,1,150,2,1120,0,5,5.0,1,2.0,77.0,0.0,,,,,1.0,M,3,15.0,2.0,0,5833.0,0.0,6406.0,0.0,1698.0,270.0,0.0,27.0,1.0,1,11.0,2,4,0,25.0,26.0,2,360.0,,210.0,2,0,0,N,0,0,1.0,275.0,3.2,0,0,1,1,1,16.0,244.2191,0,0
1792,3365,1,1,2,92,2,1120,0,5,5.0,1,2.0,111.0,0.0,,,,,1.0,M,1,18.0,14.0,1,1667.0,3066.0,4521.0,3066.0,1227.0,115.0,0.0,81.0,1.0,1,15.0,3,2,0,23.0,29.0,2,180.0,,115.0,1,0,0,N,0,0,1.0,-75.0,3.9,0,1,1,1,1,16.0,233.188,1,0
1793,3366,1,1,1,214,2,1120,0,5,8.0,2,4.0,120.0,0.0,,,,,1.0,U,0,20.0,2.0,0,8750.0,0.0,10000.0,0.0,2638.0,314.0,0.0,200.0,1.0,1,17.0,2,1,0,26.0,31.0,2,360.0,,314.0,1,0,0,N,0,0,1.0,218.0,1.8,0,0,0,1,1,16.0,272.0225,0,0
1794,3368,1,1,1,242,2,1120,0,5,5.0,1,2.0,192.0,0.0,,,,,1.0,U,0,15.0,2.0,0,8333.0,0.0,14999.0,0.0,2495.0,307.0,0.0,96.0,2.0,0,35.0,1,3,1,17.0,32.0,1,360.0,,310.0,2,0,0,N,0,0,1.0,865.0,4.3,0,0,1,1,0,16.0,226.6785,0,0
1795,3370,1,1,1,71,2,1120,1,5,8.0,1,4.0,78.0,0.0,,,,,1.0,U,0,5.0,3.0,0,6500.0,0.0,6500.0,0.0,776.0,88.0,0.0,29.0,2.0,0,22.0,3,4,0,12.0,38.0,2,360.0,,90.0,1,0,0,N,0,0,1.0,-54.0,3.2,0,0,0,0,1,16.0,200.5807,0,0
1796,3371,1,1,1,201,2,1120,0,5,5.0,1,2.0,120.0,0.0,,,,,1.0,M,1,10.0,1.0,0,4166.0,3369.0,4166.0,3369.0,1901.0,223.0,0.0,27.0,2.0,1,16.0,1,2,0,25.0,34.0,1,360.0,,233.0,2,0,0,N,0,0,1.0,46.0,3.1,0,1,0,0,1,16.0,242.0303,0,0
1797,3372,1,1,1,188,2,1120,0,5,2.0,1,2.0,83.0,0.0,,,,,1.0,M,3,6.0,6.0,0,6250.0,0.0,6835.0,0.0,2098.0,275.0,0.0,99.0,1.0,1,9.0,1,1,0,31.0,34.0,2,360.0,,275.0,2,0,0,N,0,0,1.0,208.0,1.8,0,0,1,1,0,19.0,237.8394,0,0
1798,3373,1,1,1,66,2,1120,0,5,5.0,1,4.0,79.0,0.0,,,,,1.0,U,0,3.0,3.0,0,1825.0,3975.0,1825.0,3975.0,744.0,139.0,9.0,62.0,2.0,1,17.0,1,1,0,29.0,29.0,1,360.0,,145.0,2,0,0,N,0,0,1.0,68.0,3.2,0,0,1,0,0,12.0,264.5699,0,0
1799,3374,1,1,1,209,2,1120,0,5,5.0,1,2.0,108.0,0.0,,,,,1.0,U,0,10.0,3.0,0,4150.0,4256.0,4150.0,4256.0,2304.0,244.0,0.0,53.0,2.0,1,11.0,2,1,0,27.0,31.0,2,360.0,,244.0,2,0,0,N,0,0,1.0,110.0,3.2,0,0,1,1,0,21.0,233.1954,0,0
1800,3375,1,1,1,175,2,1120,0,5,5.0,1,2.0,94.0,0.0,,,,,1.0,M,0,15.0,4.0,0,4318.0,2142.0,5568.0,2142.0,1577.0,235.0,0.0,69.0,1.0,1,14.0,1,2,0,21.0,22.0,1,360.0,,235.0,2,0,0,N,0,0,1.0,321.0,1.8,0,0,1,0,0,16.0,243.656,0,0
1801,3377,1,1,1,120,2,1120,1,5,8.0,1,4.0,999999.4,0.0,,9.0,,,1.0,U,0,7.0,3.0,0,4167.0,0.0,4667.0,0.0,1183.0,179.0,0.0,89.0,1.0,1,15.0,2,1,0,28.0,34.0,2,360.0,,180.0,1,0,0,N,0,0,1.0,92.0,1.8,1,1,1,0,1,18.0,344.4615,0,0
1802,3379,1,1,1,81,2,1120,1,5,2.0,2,2.0,78.0,0.0,,,,,1.0,U,1,10.0,10.0,0,600.0,3333.0,1850.0,4583.0,951.0,108.0,0.0,171.0,2.0,1,41.0,1,1,0,15.0,31.0,1,360.0,,110.0,1,0,0,Y,0,0,0.0,1416.0,4.3,0,0,1,1,1,17.0,202.5212,0,0
1803,3380,1,1,1,160,2,1120,0,5,5.0,1,2.0,101.0,0.0,,,,,1.0,M,0,18.0,18.0,0,8334.0,0.0,8334.0,0.0,1961.0,240.0,0.0,90.0,2.0,1,15.0,1,2,0,24.0,31.0,2,360.0,,240.0,2,0,0,N,0,0,1.0,491.0,3.1,0,1,1,1,0,16.0,206.7355,0,0
1804,3381,1,1,1,100,2,1120,0,5,5.0,1,2.0,78.0,0.0,,,,,1.0,M,0,999999.4,999999.4,0,0.0,0.0,5629.0,818.0,1467.0,184.0,0.0,618.0,1.0,1,12.0,2,1,0,23.0,23.0,2,360.0,,184.0,1,0,0,N,0,0,1.0,634.0,3.6,0,0,1,1,0,18.0,320.4241,0,0
1805,3382,1,1,1,239,3,1120,0,5,5.0,1,1.0,22.0,0.0,9,9.0,,,1.0,M,2,15.0,2.0,1,1600.0,20000.0,1600.0,20000.0,2320.0,265.0,0.0,17.0,2.0,1,21.0,1,1,0,11.0,47.0,2,360.0,,265.0,2,1,1,N,0,0,0.0,-29.0,3.2,0,0,1,0,1,16.0,268.8342,0,0
1806,3383,1,1,1,123,3,1120,0,5,5.0,1,1.0,61.0,0.0,9,9.0,,,1.0,U,0,3.0,3.0,0,2000.0,2000.0,2400.0,2400.0,1466.0,136.0,0.0,5.0,1.0,1,24.0,2,2,1,30.0,42.0,1,360.0,,136.0,1,0,0,N,0,0,0.0,62.0,3.9,0,0,1,1,1,12.0,512.2753,0,0
1807,3387,1,1,1,92,3,1120,1,3,3.0,1,2.0,42.0,0.0,9,3.0,,,1.0,M,3,7.0,7.0,0,1408.0,1257.0,1408.0,1257.0,878.0,97.0,0.0,12.0,1.0,0,1.0,2,4,0,33.0,39.0,2,360.0,MHFA,98.0,1,0,0,N,0,0,0.0,30.0,4.3,1,1,0,1,1,12.0,390.578,0,0
1808,3390,1,1,1,74,3,1120,0,5,8.0,1,4.0,38.0,0.0,9,9.0,,,1.0,U,0,6.0,1.0,0,3167.0,0.0,3167.0,0.0,885.0,81.0,0.0,15.0,1.0,1,15.0,2,1,0,28.0,42.0,2,360.0,,82.0,1,1,1,N,0,0,0.0,30.0,3.2,0,0,1,0,0,16.0,230.282,0,0
1809,3392,1,1,1,124,3,1120,0,3,8.0,2,4.0,56.0,0.0,1,1.0,,,1.0,U,0,11.0,0.0,0,2666.0,0.0,4666.0,0.0,1293.0,162.0,0.0,43.0,1.0,1,5.0,2,1,0,28.0,39.0,2,360.0,,165.0,1,0,0,N,0,0,1.0,49.0,3.2,0,1,1,0,0,19.0,237.0038,0,0
1810,3393,1,1,1,176,3,1120,1,5,5.0,1,1.0,102.0,0.0,9,9.0,,,1.0,U,0,4.0,1.0,0,3750.0,4750.0,3750.0,4750.0,1686.0,208.0,0.0,40.0,2.0,1,18.0,1,1,0,20.0,33.0,2,360.0,,208.0,1,0,0,N,0,0,1.0,-53.0,4.3,1,0,0,0,1,16.0,314.6259,0,0
1811,3396,1,1,1,105,3,1120,0,5,8.0,2,4.0,67.0,0.0,3,3.0,,,1.0,S,0,17.0,11.0,1,5500.0,0.0,5500.0,0.0,1384.0,151.0,0.0,3.0,2.0,0,10.0,1,3,0,23.0,28.0,2,360.0,,151.0,1,0,0,N,0,0,0.0,213.0,3.2,0,1,1,1,0,16.0,215.9294,0,0
1812,3398,1,1,2,114,3,1120,1,5,5.0,1,2.0,44.0,0.0,1,,,,1.0,M,1,11.0,11.0,0,3030.0,0.0,3610.0,0.0,2530.0,142.0,0.0,39.0,1.0,1,7.0,2,1,0,31.0,52.0,2,360.0,,155.0,1,0,0,N,0,0,5.0,-24.0,2.0,0,1,0,1,1,18.0,263.4741,1,0
1813,3399,1,1,2,85,3,1120,1,5,8.0,1,4.0,261.0,0.0,9,,,,1.0,M,0,999999.4,999999.4,0,0.0,0.0,20667.0,0.0,1008.0,109.0,0.0,108.0,1.0,1,21.0,2,1,0,2.0,7.0,1,360.0,,110.0,1,0,0,N,0,1,4.0,-28.0,3.6,0,1,0,1,1,17.0,263.4741,1,0
1814,3403,1,1,1,104,3,1120,0,3,3.0,2,1.0,52.0,0.0,1,1.0,,,2.0,U,0,5.0,1.0,0,1500.0,1863.0,2400.0,1863.0,1148.0,115.0,0.0,32.0,2.0,0,12.0,2,2,1,27.0,44.0,2,360.0,,115.0,2,0,0,N,0,0,1.0,63.0,3.2,0,1,1,0,0,16.0,252.1727,0,0
1815,3404,1,1,1,255,3,1120,0,5,2.0,1,2.0,122.0,0.0,1,1.0,,,1.0,M,0,6.0,1.0,0,3583.0,1950.0,3583.0,1950.0,2719.0,288.0,0.0,39.0,2.0,1,40.0,2,2,0,27.0,36.0,2,360.0,,288.0,1,0,0,N,0,0,0.0,109.0,4.3,0,1,1,0,1,16.0,270.0151,0,0
1816,3410,1,1,1,54,3,1120,0,5,8.0,2,4.0,28.0,0.0,8,,,,1.0,U,0,4.0,3.0,0,2308.0,0.0,2308.0,0.0,613.0,67.0,0.0,5.0,1.0,1,13.0,2,2,0,28.0,42.0,2,360.0,MHFA,87.0,1,1,1,Y,0,0,1.0,17.0,3.6,0,1,1,0,0,12.0,221.7299,0,0
1817,3415,1,1,1,87,3,1120,0,3,8.0,1,4.0,46.0,0.0,1,1.0,,,1.0,U,0,7.0,7.0,0,3614.0,0.0,3614.0,0.0,806.0,108.0,0.0,28.0,1.0,0,15.0,2,3,0,28.0,44.0,2,360.0,,110.0,1,0,0,N,0,0,0.0,47.0,3.9,0,0,1,0,1,14.0,171.5925,0,0
1818,3416,1,1,1,176,3,1120,0,5,5.0,1,2.0,85.0,0.0,1,1.0,,,1.0,M,4,4.0,4.0,1,3634.0,910.0,3634.0,910.0,1924.0,220.0,0.0,13.0,1.0,0,5.0,2,5,0,43.0,46.0,2,360.0,,220.0,2,0,0,N,0,0,0.0,725.0,10.6,0,1,1,1,0,12.0,236.4887,0,0
1819,3423,1,1,1,125,3,1120,1,3,3.0,1,2.0,48.0,0.0,1,1.0,3.0,,1.0,M,2,8.0,8.0,0,2309.0,1255.0,2309.0,1255.0,1163.0,131.0,0.0,17.0,1.0,0,23.0,2,5,1,33.0,47.0,2,360.0,,131.0,2,0,0,N,0,0,0.0,23.0,1.8,0,1,0,0,0,12.0,333.5837,0,0
1820,3424,1,1,1,126,3,1120,1,3,3.0,1,2.0,51.0,0.0,9,9.0,,,1.0,M,2,6.0,6.0,0,3086.0,1047.0,3474.0,1047.0,1261.0,140.0,0.0,713.0,1.0,0,15.0,2,6,1,28.0,38.0,2,360.0,MHFA,140.0,1,0,0,Y,0,0,0.0,32.0,2.0,0,0,0,0,1,15.0,322.6299,0,0
1821,3425,1,1,1,159,3,1120,0,5,5.0,1,2.0,56.0,0.0,9,9.0,,,1.0,M,0,5.0,2.0,0,2473.0,1843.0,2473.0,1843.0,1469.0,180.0,0.0,10.0,1.0,1,20.0,2,1,0,34.0,48.0,1,360.0,,180.0,2,0,0,Y,0,0,1.0,42.0,3.9,0,1,1,0,1,16.0,247.0366,0,0
1822,3426,1,1,1,91,3,1120,0,5,5.0,1,2.0,38.0,0.0,9,,,,1.0,M,1,11.0,11.0,0,1775.0,1369.0,1775.0,1369.0,845.0,95.0,0.0,18.0,1.0,1,6.0,2,1,0,27.0,28.0,2,360.0,MHFA,130.0,2,0,0,N,0,0,1.0,-684.0,3.1,0,0,1,0,0,12.0,216.4179,0,0
1823,3427,1,1,1,77,3,1120,1,3,3.0,1,2.0,27.0,0.0,9,9.0,,,1.0,M,0,4.0,4.0,0,1667.0,583.0,1667.0,583.0,771.0,96.0,0.0,1.0,1.0,0,9.0,2,5,0,34.0,37.0,2,360.0,MHFA,100.0,1,0,0,Y,0,0,0.0,-54.0,3.2,1,1,0,1,1,9.0,689.6924,0,0
1824,3430,1,1,1,114,3,1120,1,3,3.0,1,2.0,50.0,0.0,9,9.0,,,1.0,U,0,9.0,9.0,0,3045.0,0.0,3045.0,1138.0,1136.0,120.0,0.0,19.0,2.0,0,25.0,2,5,1,27.0,35.0,2,360.0,MHFA,122.0,2,1,1,N,0,0,0.0,30.0,3.9,1,1,0,1,1,14.0,327.0309,0,0
1825,3431,1,1,1,130,3,1120,1,3,3.0,1,2.0,42.0,0.0,1,1.0,3.0,,1.0,M,2,4.0,1.0,0,1306.0,1302.0,1306.0,1302.0,1300.0,136.0,0.0,9.0,1.0,0,10.0,2,2,1,37.0,40.0,2,360.0,MHFA,138.0,2,0,0,Y,0,0,0.0,22.0,3.9,1,1,1,1,1,12.0,322.9088,0,0
1826,3435,1,1,1,120,3,1120,0,5,8.0,1,4.0,88.0,0.0,9,,9.0,,1.0,U,0,30.0,11.0,1,7333.0,0.0,7333.0,0.0,1152.0,149.0,0.0,37.0,1.0,1,14.0,2,2,0,16.0,36.0,1,360.0,,149.0,1,0,0,N,0,0,1.0,715.0,1.8,0,0,0,1,1,12.0,232.7774,0,0
1827,3437,1,1,1,116,3,1120,1,3,3.0,1,2.0,62.0,0.0,9,9.0,3.0,,1.0,M,0,3.0,3.0,0,2600.0,1911.0,2600.0,1911.0,1217.0,145.0,0.0,1.0,2.0,0,2.0,2,4,0,27.0,34.0,2,360.0,,142.0,2,0,0,N,0,0,0.0,36.0,3.2,1,1,1,1,1,12.0,322.9088,0,0
1828,3440,1,1,1,150,3,1120,1,3,3.0,1,2.0,61.0,0.0,1,1.0,,,1.0,M,2,9.0,9.0,0,3340.0,1710.0,3340.0,1710.0,1356.0,165.0,0.0,101.0,1.0,0,10.0,2,6,1,27.0,45.0,1,360.0,,165.0,2,0,0,N,0,0,0.0,202.0,4.3,1,1,0,1,1,17.0,567.1433,0,0
1829,3441,1,1,1,160,3,1120,1,5,5.0,1,2.0,80.0,0.0,2,2.0,1.0,,1.0,M,0,6.0,4.0,1,4199.0,2396.0,4199.0,2396.0,1710.0,173.0,0.0,21.0,2.0,1,15.0,2,2,0,31.0,40.0,2,360.0,,173.0,2,0,0,N,0,0,0.0,14.0,3.2,0,1,1,0,0,16.0,266.1266,0,0
1830,3445,1,1,1,112,3,1120,1,3,8.0,2,4.0,55.0,0.0,4,4.0,,,1.0,M,0,4.0,4.0,0,4583.0,0.0,4583.0,0.0,1256.0,140.0,0.0,36.0,1.0,1,9.0,2,1,0,27.0,38.0,2,360.0,,109.0,1,0,0,N,0,0,1.0,40.0,3.2,0,0,0,0,1,15.0,200.5807,0,0
1831,3450,1,1,1,360,3,1120,0,3,3.0,1,2.0,972.0,0.0,3,,,,1.0,M,3,7.0,7.0,0,81000.0,0.0,81000.0,0.0,4483.0,450.0,0.0,2020.0,1.0,0,29.0,4,6,1,6.0,18.0,2,360.0,,450.0,2,0,0,N,0,0,0.0,3346.0,3.2,0,1,1,0,0,16.0,219.8179,0,0
1832,3452,1,1,1,188,3,1120,0,5,5.0,1,2.0,91.0,0.0,1,1.0,,,1.0,M,0,7.0,1.0,0,2458.0,4167.0,2458.0,5105.0,1990.0,210.0,0.0,9.0,1.0,0,11.0,1,6,1,26.0,38.0,2,360.0,,213.0,2,0,0,N,0,0,0.0,228.0,3.2,0,0,1,0,0,16.0,255.8014,0,0
1833,3453,1,1,1,135,3,1120,1,5,8.0,2,4.0,71.0,0.0,1,1.0,,,1.0,U,0,10.0,6.0,0,5097.0,0.0,5530.0,0.0,1512.0,150.0,0.0,16.0,1.0,1,17.0,1,1,0,27.0,37.0,2,360.0,,160.0,1,0,0,N,0,0,1.0,73.0,4.3,0,1,1,0,1,14.0,999999.4,0,0
1834,3454,1,1,1,177,3,1120,1,5,8.0,2,4.0,180.0,0.0,9,9.0,,,1.0,U,0,3.0,3.0,1,14987.0,0.0,14987.0,0.0,1987.0,196.0,0.0,43.0,1.0,1,11.0,2,5,1,13.0,16.0,2,360.0,,125.0,1,0,0,N,0,0,0.0,126.0,3.2,0,1,0,0,0,16.0,253.8791,0,0
1835,3457,1,1,1,95,3,1120,1,5,8.0,1,4.0,37.0,0.0,9,9.0,,,1.0,U,0,7.0,7.0,0,3066.0,0.0,3066.0,0.0,941.0,100.0,0.0,33.0,1.0,1,14.0,2,2,0,31.0,37.0,2,360.0,,117.0,2,1,1,N,0,0,1.0,91.0,10.6,0,0,1,0,1,16.0,366.368,0,0
1836,3458,1,1,1,180,3,1120,0,5,5.0,1,2.0,164.0,0.0,3,3.0,,,1.0,M,1,17.0,17.0,0,6250.0,6250.0,6400.0,7250.0,1918.0,262.0,0.0,184.0,2.0,0,40.0,2,6,0,15.0,20.0,2,360.0,,294.0,2,0,0,N,0,0,0.0,257.0,1.8,0,0,1,1,0,16.0,278.0483,0,0
1837,3459,1,1,1,79,3,1120,0,5,5.0,2,1.0,43.0,0.0,8,8.0,,,1.0,S,1,10.0,5.0,0,2806.0,0.0,3564.0,0.0,862.0,83.0,0.0,2.0,1.0,1,10.0,2,1,0,24.0,32.0,2,360.0,,83.0,2,1,1,Y,0,0,0.0,18.0,3.2,0,0,0,0,1,14.0,224.8014,0,0
1838,3501,1,1,1,153,1,1120,0,5,5.0,2,2.0,69.0,1.0,,,,,1.0,U,0,9.0,3.0,0,3250.0,0.0,5750.0,0.0,1499.0,191.0,0.0,60.0,2.0,1,13.0,2,2,0,26.0,32.0,2,360.0,,192.0,2,0,0,N,0,0,1.0,74.0,4.3,0,0,1,0,0,15.0,254.0955,0,0
1839,3502,1,1,1,142,1,1120,1,5,5.0,1,2.0,63.0,3.0,,,,,1.0,U,0,6.0,6.0,0,2418.0,1558.0,2418.0,1558.0,1319.0,153.0,0.0,25.0,2.0,1,11.0,2,2,0,26.0,36.0,2,360.0,,153.0,2,0,0,N,0,0,1.0,33.0,3.9,0,1,0,0,0,13.0,289.8713,0,0
1840,3504,1,1,1,107,1,1120,0,5,5.0,1,2.0,48.0,1.0,,,,,1.0,M,1,5.0,5.0,0,1782.0,1916.0,1782.0,2232.0,1094.0,123.0,0.0,24.0,2.0,1,10.0,2,1,0,27.0,34.0,2,360.0,,128.0,2,1,0,N,0,0,1.0,47.0,3.9,0,0,1,0,0,16.0,251.9607,0,0
1841,3505,1,1,1,157,1,1120,0,5,5.0,1,2.0,100.0,3.0,,,,,1.0,U,3,14.0,14.0,0,2908.0,4123.0,4243.0,4123.0,1714.0,165.0,0.0,13.0,2.0,1,3.0,2,1,0,21.0,34.0,2,360.0,,171.0,2,1,0,N,0,0,1.0,29.0,3.2,0,1,1,0,1,16.0,262.2301,0,0
1842,3508,1,1,1,130,1,1120,0,5,5.0,1,2.0,74.0,3.0,,,,,1.0,M,0,7.0,3.0,0,4166.0,4583.0,4166.0,4583.0,1265.0,205.0,0.0,93.0,2.0,1,6.0,1,1,0,26.0,36.0,2,360.0,,159.0,2,1,0,N,0,0,2.0,141.0,3.9,0,1,1,0,0,16.0,270.7654,0,0
1843,3510,1,1,1,182,1,1120,0,5,5.0,1,2.0,139.0,3.0,,,,,1.0,M,1,5.0,5.0,1,9833.0,1833.0,9833.0,1833.0,2310.0,282.0,0.0,121.0,1.0,1,11.0,2,1,0,19.0,19.0,2,180.0,,289.0,2,0,0,N,0,1,1.0,251.0,1.8,0,0,1,1,0,14.0,225.4498,0,0
1844,3512,1,1,1,138,1,1120,0,5,5.0,1,2.0,67.0,1.0,,,,,1.0,U,0,8.0,8.0,0,3643.0,1963.0,3643.0,1963.0,1541.0,154.0,0.0,20.0,1.0,1,4.0,2,1,0,25.0,34.0,2,360.0,,160.0,2,1,0,N,0,0,1.0,54.0,3.1,0,1,1,0,0,16.0,270.7654,0,0
1845,3513,1,1,1,120,1,1120,0,5,5.0,1,2.0,70.0,3.0,,,,,1.0,U,0,3.0,1.0,0,3083.0,2738.0,3083.0,2738.0,1220.0,165.0,0.0,50.0,2.0,1,12.0,2,1,0,21.0,23.0,2,360.0,,169.0,2,0,0,Y,0,0,1.0,75.0,1.8,0,0,1,0,0,16.0,228.8946,0,0
1846,3516,1,1,1,265,1,1120,0,5,5.0,1,2.0,135.0,9.0,,,,,1.0,M,3,12.0,1.0,0,6250.0,5000.0,6250.0,5000.0,1577.0,470.0,0.0,156.0,2.0,1,18.0,1,1,0,14.0,14.0,2,360.0,,472.0,2,0,0,N,0,0,1.0,338.0,3.1,0,0,1,1,0,16.0,278.0483,0,0
1847,3524,1,1,1,120,1,1120,0,5,5.0,1,2.0,56.0,3.0,,,,,1.0,M,0,7.0,5.0,0,2779.0,2000.0,3704.0,2000.0,1332.0,150.0,0.0,37.0,2.0,1,5.0,2,2,0,21.0,35.0,2,360.0,,152.0,2,0,0,Y,0,1,1.0,30.0,2.0,0,1,1,0,0,16.0,206.7355,0,0
1848,3526,1,1,2,258,3,1120,0,5,5.0,1,2.0,124.0,,,,,,1.0,M,0,5.0,2.0,0,3083.0,4595.0,5726.0,4595.0,2786.0,287.0,0.0,65.0,1.0,1,11.0,2,2,0,27.0,33.0,2,360.0,,287.0,2,1,1,N,0,0,0.0,108.0,3.2,0,0,1,1,1,21.0,245.4581,1,0
1849,3528,1,1,1,110,1,1120,0,5,5.0,1,2.0,78.0,1.0,,,,,1.0,U,0,12.0,3.0,0,2333.0,4250.0,2333.0,4250.0,1140.0,158.0,0.0,69.0,2.0,1,9.0,2,1,0,17.0,18.0,2,360.0,,159.0,2,0,0,N,0,0,1.0,135.0,3.2,0,1,1,0,0,12.0,200.1977,0,0
1850,3529,1,1,1,130,1,1120,0,5,5.0,1,2.0,66.0,1.0,,,,,1.0,U,0,28.0,28.0,0,3328.0,1640.0,3865.0,1640.0,1428.0,130.0,0.0,42.0,2.0,1,7.0,2,1,0,26.0,26.0,2,360.0,,151.0,2,1,0,N,0,0,1.0,125.0,3.2,0,0,1,1,1,16.0,193.6863,0,0
